movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0218,Family Family,Movie,Comedy,,2011,89,TV-Y,English,USA,9.5,1465291.0,3553006.0,12.0,,False,9/18/2023,True
movie_0219,Lost Story,Movie,Thriller,,2015,133,TV-PG,Korean,South Korea,7.8,,28675549.0,,165.0,False,3/26/2023,False
movie_0220,Storm Night,TV Series,Thriller,,1996,129,TV-MA,English,Japan,8.8,,3184509.0,,,True,6/19/2023,False
movie_0221,Secret Legend,Movie,Mystery,,2012,158,PG,French,USA,6.7,,200591242.0,8.0,,True,11/7/2024,True
movie_0222,Fire War,Limited Series,History,,2014,68,G,English,South Korea,8.5,,,,,False,10/27/2024,True
movie_0223,Adventure Dream,TV Series,Horror,Family,1999,47,TV-Y7,Mandarin,Germany,4.7,,,,,True,10/5/2023,True
movie_0224,House World,Movie,Family,Mystery,2012,112,TV-MA,French,Germany,6.6,605738.0,,9.0,47.0,False,12/15/2025,False
movie_0225,Adventure Legend,Movie,Sci-Fi,,2012,150,TV-G,English,South Korea,6.8,,,,,False,2/28/2022,True
movie_0226,Secret Story,Stand-up Comedy,Sport,,2000,170,TV-G,English,India,8.8,,,4.0,68.0,True,2/17/2023,True
movie_0227,Journey Legend,Movie,Mystery,Drama,1993,203,PG,English,France,6.8,,,,,False,12/29/2023,False
movie_0228,Golden Kingdom,Movie,Adventure,Horror,1993,141,PG-13,Mandarin,India,5.1,,,,,False,10/29/2021,False
movie_0229,Our Heart,Movie,Western,,2007,45,TV-Y7,French,Spain,6.4,5094401.0,,,90.0,False,6/30/2023,False
movie_0230,Hidden Family,Documentary,Music,Mystery,2010,88,G,English,USA,3.2,,,,,False,3/3/2025,True
movie_0231,Dark Princess,Stand-up Comedy,Drama,Drama,1997,82,TV-14,English,Germany,2.1,20265666.0,,,,False,5/17/2024,False
movie_0232,Bright Adventure,Movie,History,,2006,76,TV-PG,Spanish,South Korea,7.8,,,,,False,7/20/2024,True
movie_0233,Dragon World,Limited Series,Action,,2013,112,PG,English,South Korea,5.6,4708235.0,,,139.0,False,10/23/2021,False
movie_0234,Our Heart,Movie,Mystery,,2013,63,TV-G,French,Germany,5.8,,,,,False,9/22/2021,False
movie_0235,Our Story,Documentary,War,Documentary,2024,63,PG-13,German,USA,7.8,2022445.0,,,42.0,False,3/18/2023,False
movie_0236,Bright Voyage,Movie,Mystery,,2021,247,TV-14,English,USA,8.8,1142719.0,24483024.0,11.0,,False,8/14/2022,False
movie_0237,Family War,TV Series,Romance,Comedy,1995,71,TV-Y7,Japanese,France,7.2,1963769.0,,8.0,,False,1/19/2021,False
movie_0238,Golden Voyage,Documentary,Romance,Action,2024,157,PG-13,English,UK,,,,11.0,,False,10/7/2023,True
movie_0239,Hidden Legend,TV Series,Horror,Sport,2000,163,R,English,Germany,7.2,40308243.0,,,,True,10/8/2024,False
movie_0240,Silent Family,Movie,Romance,Biography,2018,90,G,Mandarin,Germany,6.8,,,,,False,8/27/2024,False
movie_0241,House Tale,Limited Series,Adventure,,2007,65,PG,French,UK,6.7,1690178.0,26178972.0,,,False,7/8/2021,False
movie_0242,City Voyage,Stand-up Comedy,Biography,Western,2001,35,TV-Y7,Spanish,Spain,3.9,,,13.0,,False,11/25/2024,True
movie_0243,Journey Empire,TV Series,Comedy,Drama,1985,15,TV-PG,Japanese,USA,8.0,12484796.0,,7.0,,False,11/26/2022,False
movie_0244,Big Ice,Documentary,Drama,Crime,2004,118,TV-PG,English,Spain,,,,7.0,,False,10/12/2021,False
movie_0245,Bright Heart,Documentary,Animation,Comedy,1988,101,PG-13,French,USA,5.2,2457172.0,,,,False,5/12/2023,False
movie_0246,Royal Saga,Movie,Biography,,2017,131,TV-PG,Japanese,Japan,6.3,611834.0,32015377.0,,6.0,False,1/31/2022,False
movie_0247,Bright Heart,Limited Series,Horror,,2023,50,PG-13,English,USA,4.8,1291618.0,16332003.0,,,False,5/12/2024,False
movie_0248,House Adventure,Movie,Sci-Fi,,1997,264,TV-PG,English,Japan,5.5,22325584.0,,,,False,9/20/2024,False
movie_0249,Fire Night,Documentary,War,War,2009,108,G,Korean,USA,9.6,,7425155.0,,,False,8/17/2024,False
movie_0250,Royal Adventure,Movie,Adventure,,1998,69,TV-G,French,USA,8.3,4262905.0,,9.0,,False,7/31/2021,True
movie_0251,Fire Dream,Movie,Crime,,1999,7,G,English,France,5.0,,,1.0,168.0,False,9/29/2022,True
movie_0252,Secret Saga,TV Series,Action,Animation,2015,55,TV-Y,Spanish,UK,,,,,54.0,False,6/29/2023,False
movie_0253,House Adventure,TV Series,Action,Sport,2006,135,PG-13,English,USA,4.0,3851836.0,,11.0,,True,12/3/2025,False
movie_0254,Adventure Empire,Limited Series,Sport,,2024,199,TV-Y,English,UK,7.5,,61961991.0,,,True,9/24/2023,False
movie_0255,City Empire,Stand-up Comedy,Adventure,,2001,78,NC-17,English,USA,5.8,2230984.0,,,,False,4/7/2024,False
movie_0256,Secret Crown,Movie,Crime,,2017,221,R,German,USA,2.7,3003824.0,,,,False,9/12/2022,False
movie_0257,Hidden Voyage,Movie,Animation,,2007,33,G,English,USA,6.5,903178.0,1609127.0,,122.0,False,6/24/2022,False
movie_0258,Secret Family,Movie,Adventure,,2015,104,NC-17,English,France,7.1,899517.0,,,,True,12/24/2024,True
movie_0259,Wild Warrior,TV Series,Thriller,Drama,2001,106,PG-13,English,South Korea,8.0,713074.0,,,,True,3/3/2025,False
movie_0260,Journey Heart,TV Series,Thriller,,2005,119,TV-Y7,French,France,,,5677287.0,,,False,9/11/2023,False
movie_0261,Big Princess,Limited Series,Fantasy,Adventure,2005,86,PG-13,German,South Korea,5.6,,63938222.0,,95.0,False,11/19/2024,True
movie_0262,Warrior Tale,Documentary,Sci-Fi,,1996,99,TV-14,English,France,9.9,,,10.0,,False,10/16/2021,False
movie_0263,Big Legend,Movie,Animation,Sci-Fi,2014,32,R,Hindi,South Korea,6.3,1923433.0,,,,False,3/25/2024,True
movie_0264,Royal Princess,TV Series,Western,,2013,186,R,English,India,,,,,,False,5/15/2023,True
movie_0265,Royal Story,TV Series,Documentary,,2013,146,NC-17,English,USA,5.3,,,11.0,,False,7/15/2023,False
movie_0266,Golden Princess,TV Series,Horror,,2024,97,TV-14,Japanese,USA,7.5,833854.0,,10.0,56.0,True,12/20/2023,False
movie_0267,Our Legend,Movie,Action,Music,2023,149,TV-G,French,USA,3.6,,11696857.0,,,False,5/12/2025,True
movie_0268,Lost Princess,Movie,Fantasy,,2002,190,TV-Y7,English,France,,16221785.0,,,58.0,False,6/8/2021,False
movie_0269,Journey Family,Movie,Biography,Sci-Fi,2010,117,TV-Y7,Japanese,Japan,4.1,,,,,False,1/5/2022,True
movie_0270,Adventure Legend,Movie,Romance,,1999,283,NC-17,English,USA,5.2,,,,60.0,False,9/22/2022,False
movie_0271,Dark Warrior,Documentary,Sport,,2006,125,G,Japanese,Germany,8.5,,,,115.0,False,1/1/2025,False
movie_0272,Warrior Princess,Movie,Thriller,Comedy,1999,37,TV-PG,Korean,Spain,5.2,,,,,True,12/17/2023,False
movie_0273,Hidden Warrior,TV Series,Crime,Sci-Fi,2024,93,TV-14,Mandarin,USA,7.6,,594780.0,14.0,199.0,True,12/9/2021,False
movie_0274,Family Heart,TV Series,Crime,Romance,2010,153,TV-Y7,English,USA,,2809781.0,,,,False,2/13/2021,False
movie_0275,Adventure Dream,Limited Series,Horror,Family,2004,190,G,Korean,USA,6.2,,5993481.0,,199.0,False,12/13/2025,False
movie_0276,Eternal Night,Movie,History,Animation,2020,88,TV-14,Japanese,USA,8.1,2233590.0,,,,False,9/9/2021,True
movie_0277,Hidden Legend,Movie,Romance,Romance,1981,34,PG-13,English,Germany,7.2,8068828.0,29240588.0,,,True,3/1/2021,True
movie_0278,Secret Ice,Movie,Drama,,1983,64,TV-Y,English,France,6.5,3240054.0,,,81.0,False,1/12/2023,False
movie_0279,Bright Saga,TV Series,Action,War,2015,21,NC-17,Mandarin,USA,7.6,,50048938.0,,,True,10/7/2023,False
movie_0280,Eternal Tale,Movie,Music,Western,2007,134,TV-Y,English,Japan,9.6,,,,76.0,False,4/18/2022,True
movie_0281,Adventure Legend,Documentary,History,,2009,54,TV-14,German,USA,5.1,,9246258.0,10.0,,True,11/3/2021,False
movie_0282,Journey Princess,Movie,Action,Sci-Fi,1991,42,TV-PG,English,USA,4.5,,,,66.0,False,6/7/2021,False
movie_0283,Wild Empire,Movie,Drama,Thriller,2006,143,PG,German,USA,4.4,1277254.0,,6.0,,False,1/15/2023,False
movie_0284,City Empire,Movie,Adventure,Mystery,2024,218,PG,English,France,,,,,124.0,True,10/4/2025,False
movie_0285,Silent Kingdom,Documentary,Music,Fantasy,2015,42,TV-G,Mandarin,Japan,8.3,4185159.0,,2.0,45.0,False,9/28/2021,False
movie_0286,Royal Adventure,Limited Series,Adventure,,2008,88,TV-MA,French,Germany,5.3,,,,15.0,False,11/12/2023,False
movie_0287,House Warrior,Documentary,Music,,2001,66,TV-MA,English,USA,,1919631.0,,,,True,12/20/2021,False
movie_0288,Dragon Night,TV Series,History,,2002,196,TV-MA,French,South Korea,5.0,,,3.0,,True,5/14/2024,True
movie_0289,Royal Ice,Documentary,Fantasy,,1982,73,TV-Y,Korean,USA,7.3,,1930556.0,,,False,4/22/2021,False
movie_0290,Wild Family,Documentary,Fantasy,Comedy,2009,31,TV-Y7,English,USA,6.1,,,,,False,1/6/2022,False
movie_0291,Fire Tale,Movie,Drama,,2016,75,TV-MA,English,Germany,6.6,5561799.0,,14.0,135.0,False,1/15/2021,False
movie_0292,Fire Warrior,TV Series,Drama,,1988,169,TV-G,French,UK,5.3,6308693.0,,,,False,3/29/2024,False
movie_0293,Night Story,Documentary,Family,,1998,63,TV-MA,French,USA,8.1,,,,,False,8/5/2024,False
movie_0294,Dark Family,Movie,Family,,1993,46,TV-Y7,English,Japan,,5273422.0,,,,False,11/10/2021,False
movie_0295,Hidden Tale,Documentary,Action,Family,1995,70,PG-13,Spanish,UK,7.3,589929.0,,,,False,4/8/2023,True
movie_0296,Eternal Saga,TV Series,War,,2007,32,TV-G,English,Spain,6.6,,,1.0,,False,6/20/2022,False
movie_0297,City World,TV Series,Family,Horror,1982,66,PG,English,France,7.2,,,13.0,151.0,True,3/25/2021,False
movie_0298,Big Voyage,Movie,Music,,2013,49,R,Japanese,USA,7.1,,2560976.0,,,True,3/10/2021,False
movie_0299,Lost Voyage,Documentary,Horror,Horror,2015,318,TV-PG,English,Japan,4.6,,,,168.0,False,9/10/2025,False
movie_0300,Golden Dream,Limited Series,Western,,2003,10,TV-Y7,English,USA,,2409025.0,,2.0,,False,3/27/2024,False
movie_0301,Golden Voyage,Movie,War,,1978,36,TV-Y,Japanese,USA,7.7,,5839621.0,,74.0,False,4/29/2024,False
movie_0302,Bright Family,Movie,Family,,1995,46,TV-PG,English,France,8.4,2204574.0,,,,True,6/24/2022,False
movie_0303,Hidden Ice,Movie,Action,Drama,2020,32,TV-Y7,English,South Korea,7.0,,,9.0,,False,4/28/2022,False
movie_0304,Big Ice,Movie,War,,1974,104,R,French,USA,4.5,,,,,False,12/21/2024,False
movie_0305,Secret Tale,Stand-up Comedy,Drama,,2002,41,NC-17,Japanese,South Korea,4.8,12151950.0,,,,False,3/12/2023,False
movie_0306,Hidden War,TV Series,Adventure,,1993,19,NC-17,Spanish,UK,5.5,9773702.0,,13.0,,True,7/6/2021,False
movie_0307,Eternal Night,Movie,Drama,,2015,82,NC-17,Japanese,UK,6.6,,,13.0,,False,6/12/2023,True
movie_0308,Dark Dream,Movie,Mystery,,1998,60,G,English,USA,6.0,,,13.0,,False,8/10/2023,True
movie_0309,City Empire,Stand-up Comedy,Western,Drama,2011,43,TV-PG,English,USA,,,,,,True,11/7/2023,False
movie_0310,Storm Princess,Movie,Biography,,2012,193,TV-14,German,USA,4.2,,3131431.0,2.0,150.0,False,9/7/2023,False
movie_0311,Family War,Documentary,Romance,,2024,107,TV-G,English,USA,2.5,,,,,True,4/14/2025,False
movie_0312,Our Adventure,Movie,Mystery,,2004,98,R,English,USA,0.6,17435305.0,,,,False,3/22/2022,True
movie_0313,Golden Empire,Movie,Adventure,,2010,109,TV-14,Spanish,USA,6.0,,9098703.0,1.0,,True,12/13/2023,False
movie_0314,Big Night,Documentary,Crime,,1989,105,TV-14,French,USA,10.0,,,,184.0,False,6/9/2025,False
movie_0315,Adventure Night,Movie,Horror,,2020,63,PG,Korean,USA,,2320924.0,,,,True,11/22/2025,True
movie_0316,Bright House,Documentary,Comedy,,1997,42,TV-14,English,Germany,4.5,2539042.0,,12.0,,False,10/28/2025,False
movie_0317,Family Night,Movie,Animation,,2000,84,TV-PG,English,South Korea,6.5,,,,,True,8/19/2024,False
movie_0318,Warrior Shadow,Documentary,Western,,2006,62,TV-G,English,USA,3.6,,,,,False,7/14/2021,False
movie_0319,City Legend,Documentary,History,,1988,10,TV-Y,French,Spain,3.9,,,,150.0,True,12/10/2025,False
movie_0320,Eternal Story,Documentary,Sci-Fi,Biography,2009,30,TV-Y,English,USA,4.1,,,1.0,,False,2/28/2021,False
movie_0321,Silent Story,Movie,Drama,,2017,56,TV-14,English,USA,5.9,,,,,False,10/3/2023,False
movie_0322,Hidden War,Documentary,Family,,2009,145,NC-17,English,South Korea,5.9,,,,,False,3/27/2023,True
movie_0323,Bright House,Stand-up Comedy,Fantasy,,1988,84,TV-G,Japanese,USA,6.7,928448.0,,,,True,5/23/2024,False
movie_0324,Journey Ice,Movie,Thriller,Comedy,2005,35,PG,French,USA,7.5,851028.0,11141491.0,,151.0,False,11/29/2024,False
movie_0325,Secret Tale,Movie,Comedy,,2014,27,TV-PG,English,USA,5.7,,,2.0,,False,9/8/2024,False
movie_0326,Journey Dream,Limited Series,Action,Crime,1985,167,TV-PG,English,Japan,,,,,136.0,False,2/18/2022,False
movie_0327,Warrior Voyage,Movie,Adventure,,1994,65,TV-Y7,English,France,4.3,,,13.0,,False,10/9/2024,False
movie_0328,Lost Ice,Documentary,Western,,2016,1,G,English,USA,3.8,,,10.0,,False,10/14/2024,True
movie_0329,Bright Heart,Documentary,Thriller,,2009,69,PG,Japanese,USA,3.6,,,2.0,67.0,False,2/14/2021,False
movie_0330,Storm Legend,Movie,Western,Documentary,2011,124,TV-PG,English,USA,7.4,,,,,False,3/9/2024,False
movie_0331,Our Crown,TV Series,Drama,,2024,26,TV-MA,Korean,Japan,5.7,,15970676.0,,,True,8/21/2021,False
movie_0332,Dragon Mission,TV Series,Crime,Thriller,2011,79,TV-MA,German,USA,2.9,2216027.0,,6.0,,True,10/23/2023,False
movie_0333,Golden Shadow,Movie,Horror,,2013,85,TV-G,Mandarin,Germany,6.2,,,,146.0,False,2/20/2022,False
movie_0334,Adventure Tale,Limited Series,Music,,2024,28,PG,Hindi,UK,4.0,,65946636.0,,,False,10/17/2022,False
movie_0335,Royal Family,Movie,History,Music,2004,178,G,English,USA,9.3,,,,,False,5/11/2022,True
movie_0336,Royal Heart,Movie,Horror,,1997,86,TV-Y,English,UK,5.2,2914427.0,,,,True,4/23/2025,False
movie_0337,Golden Family,Limited Series,Sci-Fi,,2011,55,TV-MA,English,USA,7.5,,,,,False,7/11/2025,False
movie_0338,Golden Shadow,Movie,Western,,2011,66,TV-14,French,USA,,2255830.0,,,,False,12/27/2024,False
movie_0339,Lost Warrior,Limited Series,Mystery,,2000,23,PG-13,English,USA,4.5,,16896575.0,,,False,8/11/2024,False
movie_0340,Adventure Story,Movie,Adventure,History,1994,22,TV-PG,English,Japan,6.4,5967553.0,,,141.0,False,10/26/2022,False
movie_0341,Dark Princess,TV Series,Crime,Western,2024,51,NC-17,English,UK,7.3,,,13.0,111.0,True,9/19/2021,False
movie_0342,Secret World,Movie,Animation,,2010,54,G,English,India,6.5,,,,,False,11/4/2023,False
movie_0343,Our Voyage,Documentary,Biography,Biography,1998,62,TV-Y7,French,USA,6.9,2076725.0,,,,True,2/18/2023,False
movie_0344,Night Heart,Documentary,Mystery,Action,2016,188,TV-14,Korean,USA,3.9,,,,,False,5/31/2022,False
movie_0345,Family Voyage,Limited Series,Comedy,Western,2005,119,R,Japanese,France,7.3,1285104.0,6954632.0,9.0,180.0,False,3/20/2022,False
movie_0346,Secret Voyage,Stand-up Comedy,Drama,,2003,12,TV-G,Hindi,USA,5.4,,,,123.0,True,10/21/2021,True
movie_0347,Royal Story,Documentary,Drama,,2012,165,PG,English,USA,,,,,,False,2/23/2025,False
movie_0348,Storm Empire,Documentary,Sport,,1991,51,PG-13,English,India,7.9,,,,61.0,False,8/10/2022,True
movie_0349,Dark Kingdom,TV Series,Animation,Horror,2010,128,PG,English,South Korea,7.5,,,9.0,,False,8/2/2025,True
movie_0350,Storm Family,Limited Series,Crime,,2024,54,TV-Y,Korean,Spain,6.9,5245983.0,4081342.0,,,False,5/7/2024,False
movie_0351,Adventure Heart,Documentary,Documentary,,2011,82,TV-14,Japanese,USA,7.4,,,6.0,81.0,False,10/27/2021,True
movie_0352,Our Princess,Limited Series,Thriller,Thriller,2002,25,TV-PG,English,USA,7.5,,,,,False,4/25/2021,False
movie_0353,Fire Kingdom,Movie,Music,,2000,96,TV-PG,Mandarin,USA,9.0,,,1.0,,False,1/31/2023,False
movie_0354,Dragon Kingdom,TV Series,Family,,2001,138,R,English,Spain,6.2,20711718.0,,,,False,5/29/2021,False
movie_0355,Journey War,Documentary,War,Horror,2003,15,TV-Y,English,USA,6.6,,,,55.0,True,10/5/2025,False
movie_0356,Silent Ice,Movie,Animation,Sport,2002,139,TV-MA,Korean,USA,8.0,,4386111.0,,,True,7/14/2025,False
movie_0357,Bright Crown,Movie,Thriller,,2016,41,NC-17,Hindi,USA,,,15009339.0,,,True,4/14/2024,False
movie_0358,Royal Voyage,Stand-up Comedy,Thriller,Documentary,1986,230,R,Korean,UK,3.9,,,,,False,6/19/2022,False
movie_0359,Adventure War,TV Series,Drama,History,2016,129,G,Mandarin,South Korea,7.2,7970892.0,,,160.0,False,5/4/2025,False
movie_0360,City Heart,Movie,War,,2002,114,NC-17,English,UK,,2002523.0,,,50.0,True,3/26/2024,False
movie_0361,Our Story,Movie,Mystery,,2010,66,TV-14,Korean,USA,4.1,,,,,False,10/15/2022,False
movie_0362,Hidden Family,Movie,Thriller,,1993,356,G,German,UK,7.2,,,,,False,5/25/2025,False
movie_0363,Eternal Family,Documentary,Action,,2021,51,TV-MA,Japanese,USA,8.9,4005415.0,,,,True,1/18/2022,False
movie_0364,Dark Warrior,Stand-up Comedy,Comedy,,2020,30,TV-Y,English,USA,3.3,2264172.0,,,,False,11/3/2023,True
movie_0365,Journey Dream,Stand-up Comedy,War,Mystery,2017,43,TV-Y,Mandarin,USA,8.1,,4349310.0,,,False,6/15/2024,False
movie_0366,Bright Adventure,Documentary,Biography,Adventure,1989,156,R,English,Japan,1.7,,,,,True,7/15/2025,False
movie_0367,Royal Voyage,Documentary,War,,2015,81,TV-Y7,English,USA,5.5,,,10.0,110.0,False,9/8/2021,False
movie_0368,Warrior Dream,Movie,Action,,2011,72,TV-PG,Spanish,India,9.6,,19346688.0,,123.0,True,6/9/2022,False
movie_0369,Bright House,Limited Series,Drama,,1988,52,G,Hindi,Japan,5.7,792912.0,8505412.0,,124.0,False,3/13/2025,False
movie_0370,Bright Saga,Movie,Action,,2006,69,G,Mandarin,USA,6.4,,,,,False,7/1/2023,False
movie_0371,Eternal Crown,Movie,Fantasy,,2010,49,TV-MA,Spanish,UK,7.7,,,,118.0,False,10/9/2024,False
movie_0372,Golden Empire,Stand-up Comedy,Crime,Mystery,2012,121,NC-17,English,France,3.2,4693844.0,123105048.0,,,False,11/12/2024,False
movie_0373,Eternal Night,Limited Series,Horror,,2008,61,PG-13,Hindi,USA,6.4,,25091416.0,,,True,7/11/2022,False
movie_0374,Adventure Legend,Movie,Comedy,Drama,2009,43,NC-17,English,France,6.4,,,,,False,8/28/2022,False
movie_0375,House Princess,Documentary,Romance,Horror,2023,147,PG,Korean,USA,9.6,,,6.0,,False,6/30/2023,False
movie_0376,Secret Princess,TV Series,Western,,2020,31,NC-17,English,USA,4.0,,,,6.0,False,2/20/2021,False
movie_0377,Storm Story,Movie,Action,,1973,81,G,German,UK,5.6,,,6.0,,False,12/29/2024,False
movie_0378,Lost Adventure,Movie,Fantasy,,2002,10,TV-MA,Japanese,Japan,4.6,,,,,False,7/30/2021,False
movie_0379,Bright Night,Movie,History,,2004,20,PG-13,Spanish,USA,4.4,6633436.0,76958208.0,,,True,9/3/2025,False
movie_0380,Fire Crown,TV Series,Action,Family,1986,56,R,English,USA,8.3,5978195.0,,,,False,11/22/2024,False
movie_0381,Our Kingdom,TV Series,Family,,2007,48,TV-Y,English,Japan,6.3,13807608.0,4402395.0,11.0,,False,10/5/2022,True
movie_0382,Royal Story,TV Series,Animation,Horror,2020,48,NC-17,English,USA,,,,13.0,,False,5/12/2021,False
movie_0383,Big Voyage,Movie,Biography,,1994,130,PG,English,Spain,5.3,,,13.0,115.0,False,12/12/2024,False
movie_0384,Golden War,Stand-up Comedy,Comedy,,2010,135,R,French,Japan,5.3,,,,,False,3/30/2023,False
movie_0385,Our Night,Documentary,Adventure,Family,1996,94,PG,English,Germany,5.4,3798990.0,,,,False,12/21/2021,False
movie_0386,Silent World,Limited Series,War,,1998,30,NC-17,Japanese,USA,4.0,,61442788.0,,6.0,False,2/23/2023,False
movie_0387,Dragon Shadow,Movie,War,Comedy,2023,68,TV-PG,English,South Korea,5.8,1394167.0,,,103.0,False,7/7/2025,False
movie_0388,Hidden Story,Documentary,Comedy,Documentary,2000,252,TV-G,English,USA,5.6,,,,,False,6/10/2024,False
movie_0389,Family Family,Limited Series,War,History,2011,333,TV-G,Korean,USA,,,,5.0,,False,6/6/2024,False
movie_0390,City Tale,Movie,Family,,1985,148,TV-G,English,USA,6.6,29075497.0,,,134.0,True,7/29/2023,False
movie_0391,Wild Dream,Movie,Fantasy,,2024,31,TV-G,English,USA,6.7,2070912.0,25750045.0,,,False,10/6/2021,True
movie_0392,Fire Family,Movie,Sci-Fi,Crime,2013,69,TV-14,English,Spain,5.3,,,12.0,,True,9/30/2025,False
movie_0393,Journey Kingdom,Movie,Family,,2004,89,TV-G,English,UK,6.0,,8523806.0,,,False,9/12/2024,False
movie_0394,Dragon Shadow,TV Series,Biography,Thriller,2013,79,TV-Y7,Korean,France,10.0,3798975.0,24119869.0,,,False,7/30/2023,True
movie_0395,Adventure Legend,Movie,Comedy,,1990,158,TV-MA,English,Japan,10.0,,,,,False,8/14/2024,False
movie_0396,Fire Adventure,Movie,Action,Drama,2019,126,PG-13,English,Japan,4.4,,,3.0,152.0,False,10/25/2022,False
movie_0397,Dark Tale,Documentary,Family,,2002,29,TV-Y7,French,France,4.6,,,,,False,9/16/2024,True
movie_0398,Family Legend,Movie,Sci-Fi,Comedy,2004,44,TV-MA,Japanese,South Korea,,18956108.0,,12.0,67.0,True,11/2/2025,False
movie_0399,Secret War,Movie,Comedy,,2000,147,PG,Japanese,France,8.2,,26656572.0,,,False,9/22/2022,False
movie_0400,House Adventure,Documentary,History,Drama,1999,193,PG,English,UK,5.5,1265948.0,85166852.0,,,False,1/16/2021,False
movie_0401,Dragon Legend,Movie,Animation,,2014,90,TV-Y7,Hindi,USA,,,250203507.0,,,True,9/12/2024,False
movie_0402,Adventure Story,Movie,Sport,,2009,209,PG-13,English,India,9.9,,,,,True,4/5/2025,True
movie_0403,Bright Voyage,Movie,Biography,Adventure,2013,83,TV-Y,English,USA,,14334144.0,1425806.0,2.0,,False,2/17/2025,False
movie_0404,Adventure Family,Movie,Music,Fantasy,2006,34,TV-G,Hindi,USA,7.5,20413774.0,,,,False,11/15/2025,False
movie_0405,Night World,TV Series,Fantasy,,2012,118,TV-PG,Korean,Germany,7.2,,,2.0,48.0,False,9/26/2022,False
movie_0406,Dragon Saga,Movie,Drama,Music,2001,430,R,Korean,USA,5.2,,,,,False,8/3/2025,False
movie_0407,Dark Legend,Movie,Comedy,,2024,23,TV-G,Spanish,USA,8.2,,,,,False,1/15/2022,True
movie_0408,Eternal Tale,Stand-up Comedy,Drama,,1988,204,PG-13,English,USA,4.7,,158477826.0,,,True,12/8/2023,True
movie_0409,Dragon Family,Limited Series,Adventure,,2020,113,NC-17,Spanish,USA,,,,,,False,6/9/2025,False
movie_0410,Silent World,Movie,Adventure,Western,2022,42,NC-17,Korean,Spain,,,,,,False,7/29/2025,True
movie_0411,Dragon Dream,Movie,Family,,1996,10,TV-PG,English,South Korea,,,5669572.0,,,False,2/7/2024,False
movie_0412,Our Dream,TV Series,Adventure,,2024,6,TV-Y7,English,Japan,4.3,,,,,False,9/24/2023,False
movie_0413,Golden Warrior,Limited Series,Drama,,2017,48,TV-G,English,India,4.6,,11809262.0,5.0,11.0,True,4/21/2023,True
movie_0414,Silent Saga,Limited Series,Documentary,,2017,100,PG-13,Hindi,France,5.5,,,,,True,5/3/2025,False
movie_0415,Hidden Legend,Movie,Horror,,2006,140,TV-G,English,Germany,1.9,27081659.0,,,,False,5/25/2025,False
movie_0416,City Empire,Movie,Family,Action,2004,163,PG,English,USA,5.8,,415215.0,,,False,3/14/2022,False
movie_0417,Family Princess,Movie,Fantasy,,2004,94,TV-14,French,Japan,5.4,3053446.0,,,,False,9/6/2021,False
movie_0418,Hidden Voyage,Limited Series,Documentary,,2010,84,PG-13,French,USA,7.7,,,9.0,,False,1/25/2025,True
movie_0419,Eternal Mission,Limited Series,Western,Fantasy,2022,57,G,English,USA,7.0,,,,,False,1/19/2025,False
movie_0420,Dragon Story,Movie,Action,,2008,102,G,German,UK,5.0,2303127.0,,,,False,7/2/2021,False
movie_0421,House Dream,TV Series,War,Family,1996,43,PG-13,Japanese,USA,5.4,,,,,True,6/15/2023,False
movie_0422,Royal Legend,Movie,Mystery,,2015,24,NC-17,Spanish,Japan,5.8,6035884.0,2971149.0,14.0,,True,7/14/2023,False
movie_0423,Dragon Legend,Documentary,War,History,2017,80,TV-14,English,UK,,,4407304.0,,,False,3/19/2021,False
movie_0424,Our Warrior,Limited Series,Crime,,2013,132,TV-MA,English,USA,4.8,,,,,False,4/26/2024,False
movie_0425,Hidden Heart,TV Series,Animation,Comedy,2014,19,G,Korean,USA,5.0,,,,90.0,False,11/11/2025,True
movie_0426,Secret Voyage,Movie,Romance,,2003,48,R,English,UK,4.2,,,,,True,1/22/2022,True
movie_0427,Secret Empire,TV Series,Family,Biography,1995,77,TV-MA,Japanese,Germany,3.6,2567780.0,,,135.0,False,11/20/2024,True
movie_0428,House Tale,Movie,Biography,,1996,76,TV-14,English,USA,6.8,,,,,True,5/28/2021,False
movie_0429,City Warrior,Limited Series,Documentary,Romance,1987,111,R,German,India,6.6,,,1.0,28.0,True,1/27/2022,False
movie_0430,Silent Voyage,Movie,Sci-Fi,,2009,247,NC-17,Spanish,South Korea,8.6,19274236.0,,,,False,10/29/2023,True
movie_0431,Secret Story,Limited Series,Western,Western,2005,6,G,Spanish,France,8.2,,,10.0,,False,8/13/2025,False
movie_0432,Fire Crown,Movie,Romance,,2001,254,TV-Y7,Mandarin,USA,10.0,7348579.0,,,,True,6/4/2025,False
movie_0433,Hidden Shadow,Movie,History,,1972,240,TV-PG,Hindi,UK,6.1,,,,,False,9/4/2025,True
movie_0434,Hidden Tale,Movie,Documentary,,1992,141,TV-MA,English,South Korea,,1966844.0,,,140.0,False,12/8/2025,True
movie_0435,Family Legend,Movie,Adventure,,2019,89,PG,English,USA,,,,,44.0,False,12/31/2024,False
movie_0436,Journey Mission,Movie,Horror,,1998,43,PG,Spanish,India,7.5,1422222.0,,10.0,96.0,False,10/26/2022,True
